#;Start date;Start time;Completion date;Completion time;Duration;Status;How many years of professional experience do you have in software development or a technically related field?;Which role best describes your current position?;What type of organization do you work for?;What industry do you primarily work in?;Do you work in an environment with industry-specific compliance or regulatory requirements?;How strongly do regulatory requirements influence your willingness to use Agentic AI in software development?;How would you describe your experience with AI-assisted software development?;Which AI-powered development tools have you already tried? (multiple select) - GitHub Copilot;Which AI-powered development tools have you already tried? (multiple select) - Cursor;Which AI-powered development tools have you already tried? (multiple select) - OpenAI Codex;Which AI-powered development tools have you already tried? (multiple select) - Claude Code;Which AI-powered development tools have you already tried? (multiple select) - Windsurf;Which AI-powered development tools have you already tried? (multiple select) - Google Gemini CLI / Antigravity;Which AI-powered development tools have you already tried? (multiple select) - Devin;Which AI-powered development tools have you already tried? (multiple select) - Lovable;Which AI-powered development tools have you already tried? (multiple select) - Amazon Q Developer;How would you rate your ability to assess the potential of AI tools across SDLC phases?;Content block;Phase 1: Requirements Analysis & Planning;Phase 2: System Design / Architecture;Phase 3: Coding  / Implementation);Phase 4: Testing & Quality Assurance;Phase 5: Deployment & Integration;Phase 6: Maintenance & Operations;What do you see as the biggest challenges when using Agentic AI in software development?;How would you describe your typical interaction with AI development tools?;How often do you need to correct or rework AI-generated results?;What strategies do you use to ensure the quality of AI-generated code? - Manual code reviews;What strategies do you use to ensure the quality of AI-generated code? - Automated tests (unit, integration, E2E);What strategies do you use to ensure the quality of AI-generated code? - Static code analysis / linting;What strategies do you use to ensure the quality of AI-generated code? - Optimizing prompts through iteration and examples;What strategies do you use to ensure the quality of AI-generated code? - Providing architecture specs / context files to the AI;What strategies do you use to ensure the quality of AI-generated code? - Pair-programming mode with AI;What strategies do you use to ensure the quality of AI-generated code? - Cross-checking results with a second AI tool;To what extent do you agree with the following statement: "Agentic AI will fundamentally change how software is developed within the next 3 years.";Thinking about your own work: How has the use of AI tools changed your productivity?
"143";"02/09/2026";"07:42 PM";"02/09/2026";"07:57 PM";"9m 5s";"Completed";"< 2 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"1";"0";"0";"0";"10";"10"
"144";"02/09/2026";"07:24 PM";"02/09/2026";"07:27 PM";"2m 37s";"Completed";"< 2 years";"__other__";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"4";"4";"4";"4";"Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"—";"1";"1";"1";"1";"1";"1";"1";"7";"8"
"145";"02/09/2026";"07:09 PM";"02/09/2026";"07:13 PM";"3m 42s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"1";"0";"1";"0";"0";"1";"I have theoretical knowledge and can give an informed estimate";"—";"5";"5";"5";"5";"4";"4";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"1";"1";"1";"1";"0";"1";"10";"7"
"146";"02/09/2026";"07:06 PM";"02/09/2026";"07:15 PM";"8m 32s";"Completed";"> 10 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"5";"5";"5";"5";"5";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"0";"0";"0";"0";"0";"0";"0";"10";"10"
"147";"02/09/2026";"06:50 PM";"—";"—";"—";"Incomplete";"< 2 years";"Security Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"148";"02/09/2026";"06:29 PM";"02/09/2026";"06:35 PM";"5m 56s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"2";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"3";"4";"3";"2";"3";"Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"0";"0";"0";"0";"0";"0";"10";"6"
"149";"02/09/2026";"06:05 PM";"02/09/2026";"06:10 PM";"4m 24s";"Completed";"2–5 years";"__other__";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"5";"4";"3";"2";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost never (< 10% of results)";"1";"0";"0";"0";"0";"0";"0";"5";"7"
"150";"02/09/2026";"05:54 PM";"02/09/2026";"05:56 PM";"1m 56s";"Completed";"< 2 years";"Software Architect";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"3";"3";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost never (< 10% of results)";"1";"0";"1";"0";"0";"1";"1";"7";"6"
"151";"02/09/2026";"05:53 PM";"—";"—";"—";"Incomplete";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"1";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"152";"02/09/2026";"05:49 PM";"02/09/2026";"07:50 PM";"9m 30s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"5";"5";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"0";"0";"0";"0";"1";"0";"8";"8"
"153";"02/09/2026";"05:46 PM";"02/09/2026";"05:53 PM";"6m 25s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"1";"3";"3";"3";"3";"3";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Delegative – I describe a goal and let the AI work largely autonomously";"Almost never (< 10% of results)";"0";"0";"1";"0";"0";"0";"0";"5";"5"
"154";"02/09/2026";"05:46 PM";"02/09/2026";"05:51 PM";"4m 49s";"Completed";"> 10 years";"DevOps / SRE / Platform / Cloud Engineer";"Large enterprise (> 250 employees)";"__other__";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"1";"2";"4";"2";"1";"1";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"1";"0";"0";"0";"0";"3";"5"
"155";"02/09/2026";"05:45 PM";"02/09/2026";"05:48 PM";"2m 36s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"3";"5";"5";"5";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"0";"0";"0";"0";"0";"1";"0";"8";"8"
"156";"02/09/2026";"05:40 PM";"—";"—";"—";"Incomplete";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"5";"4";"4";"4";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"157";"02/09/2026";"05:40 PM";"02/09/2026";"05:42 PM";"2m 26s";"Completed";"2–5 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"3";"3";"4";"4";"5";"4";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"0";"0";"1";"0";"0";"0";"9";"7"
"158";"02/09/2026";"05:37 PM";"02/09/2026";"05:44 PM";"6m 14s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"3";"5";"5";"5";"3";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"0";"1";"1";"0";"0";"0";"10";"8"
"159";"02/09/2026";"05:36 PM";"02/11/2026";"12:06 PM";"7m 13s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Frequently (60–80%)";"1";"1";"0";"1";"1";"1";"1";"9";"9"
"160";"02/09/2026";"05:29 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"161";"02/09/2026";"05:27 PM";"02/09/2026";"05:46 PM";"8m 25s";"Completed";"> 10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"No";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"1";"I have theoretical knowledge and can give an informed estimate";"—";"4";"2";"4";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"0";"0";"1";"1";"0";"0";"8";"7"
"162";"02/09/2026";"05:25 PM";"—";"—";"—";"Incomplete";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Aerospace & Defense";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"163";"02/09/2026";"05:18 PM";"02/09/2026";"05:21 PM";"2m 37s";"Completed";"2–5 years";"Software Architect";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"0";"0";"1";"0";"I have hands-on experience and can assess from practice";"—";"4";"3";"3";"5";"2";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"0";"1";"0";"1";"0";"1";"7";"7"
"164";"02/09/2026";"05:16 PM";"02/09/2026";"05:20 PM";"3m 29s";"Completed";"> 10 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"1";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues)";"Delegative – I describe a goal and let the AI work largely autonomously";"Frequently (60–80%)";"1";"0";"0";"1";"1";"1";"1";"10";"10"
"165";"02/09/2026";"05:14 PM";"02/09/2026";"05:19 PM";"5m 31s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Small company  (< 50 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"5";"5";"4";"5";"4";"Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Rarely (10–30%)";"1";"1";"1";"0";"0";"1";"0";"10";"8"
"166";"02/09/2026";"05:12 PM";"02/09/2026";"05:18 PM";"5m 56s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"2";"4";"3";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Delegative – I describe a goal and let the AI work largely autonomously";"Rarely (10–30%)";"0";"0";"1";"0";"1";"0";"1";"7";"8"
"167";"02/09/2026";"05:08 PM";"02/09/2026";"05:12 PM";"3m 53s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"3";"2";"2";"2";"2";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"0";"0";"0";"0";"7";"5"
"168";"02/09/2026";"04:56 PM";"02/09/2026";"05:00 PM";"3m 42s";"Completed";"< 2 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"4";"4";"4";"4";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"0";"0";"0";"1";"0";"0";"0";"9";"10"
"169";"02/09/2026";"04:52 PM";"02/09/2026";"05:00 PM";"6m 58s";"Completed";"6–10 years";"QA / Test Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"5";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"3";"4";"5";"4";"Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"1";"1";"1";"0";"1";"0";"7";"7"
"170";"02/09/2026";"04:47 PM";"02/09/2026";"04:58 PM";"10m 3s";"Completed";"> 10 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I have tried AI tools but don’t use them regularly";"1";"0";"1";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"4";"3";"5";"3";"3";"Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"0";"1";"1";"0";"0";"1";"7";"7"
"171";"02/09/2026";"04:35 PM";"02/09/2026";"04:40 PM";"5m 5s";"Completed";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"4";"4";"2";"2";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Frequently (60–80%)";"1";"0";"1";"1";"1";"0";"1";"8";"7"
"172";"02/09/2026";"04:35 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"173";"02/09/2026";"04:24 PM";"—";"—";"—";"Incomplete";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"174";"02/09/2026";"04:11 PM";"—";"—";"—";"Incomplete";"6–10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"175";"02/09/2026";"04:10 PM";"02/09/2026";"04:15 PM";"4m 12s";"Completed";"< 2 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have tried AI tools but don’t use them regularly";"0";"0";"1";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"3";"3";"4";"4";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"1";"0";"0";"0";"10";"7"
"176";"02/09/2026";"04:04 PM";"02/09/2026";"04:10 PM";"5m 39s";"Completed";"> 10 years";"QA / Test Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"3";"2";"3";"3";"Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"0";"0";"0";"1";"1";"1";"0";"7";"6"
"177";"02/09/2026";"03:54 PM";"—";"—";"—";"Incomplete";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"178";"02/09/2026";"03:53 PM";"02/09/2026";"03:58 PM";"4m 18s";"Completed";"6–10 years";"Scrum Master / Agile Coach";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"1";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"5";"5";"5";"5";"5";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"1";"0";"1";"1";"10";"7"
"179";"02/09/2026";"03:52 PM";"—";"—";"—";"Incomplete";"> 10 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"180";"02/09/2026";"03:50 PM";"02/09/2026";"03:56 PM";"5m 3s";"Completed";"2–5 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"1";"0";"1";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"5";"2";"1";"3";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"1";"1";"0";"0";"7";"6"
"181";"02/09/2026";"03:48 PM";"02/09/2026";"03:53 PM";"4m 59s";"Completed";"> 10 years";"Software Architect";"Small company  (< 50 employees)";"Banking / Insurance";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"4";"3";"3";"3";"1";"Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"0";"1";"0";"0";"0";"0";"4";"8"
